balancing_authority,date,daily_peak_mw,daily_min_mw,daily_max_ramp_mw,daily_ramp_std,hours_observed,daily_range_mw,pct_hours_near_peak,z_daily_peak_mw,z_daily_max_ramp_mw,z_pct_hours_near_peak,fragility_z,fragility_01
CISO,2025-02-23,24048.0,18030.0,2643.0,966.7482614863894,24,6018.0,0.125,-1.277720967554527,0.4126068066701356,-1.2034493054437976,-2.0685634663281887,0.1650340199038448
CISO,2025-02-24,25158.0,18251.0,2911.0,1135.2607749649035,24,6907.0,0.2916666666666667,-1.020130685727132,0.8325256326989822,0.8090199869370883,0.6214149339089385,0.4472484780146626
CISO,2025-02-25,26229.0,19795.0,1877.0,939.5242233728451,24,6434.0,0.20833333333333334,-0.7715908732612401,-0.7876089423526126,-0.19721465925335463,-1.7564144748672073,0.19778259456423375
CISO,2025-02-26,25632.0,19826.0,2102.0,952.462657604189,24,5806.0,0.20833333333333334,-0.9101326734873255,-0.4350651518433197,-0.19721465925335463,-1.5424124845839997,0.22023424537194583
CISO,2025-02-27,26305.0,19515.0,2236.0,972.3309873253261,24,6790.0,0.16666666666666666,-0.7539540611721572,-0.2251057388288964,-0.7003319823485763,-1.6793917823496298,0.20586329789968363
CISO,2025-02-28,26311.0,19339.0,1843.0,875.958936235606,24,6972.0,0.125,-0.7525616812703876,-0.8408822262517945,-1.2034493054437976,-2.79689321296598,0.08862255698828601
CISO,2025-03-01,24882.0,18830.0,1368.0,627.2240645685663,24,6052.0,0.16666666666666666,-1.0841801612085382,-1.5851413395491907,-0.7003319823485763,-3.3696534831063047,0.028532398178531846
CISO,2025-03-02,23728.0,18694.0,1851.0,779.92379783847,24,5034.0,0.16666666666666666,-1.3519812289822444,-0.8283473359225753,-0.7003319823485763,-2.880660547253396,0.07983425115979795
CISO,2025-03-03,24864.0,18936.0,2318.0,1073.8337446885732,24,5928.0,0.2916666666666667,-1.0883573009138474,-0.09662311295439854,0.8090199869370883,-0.3759604269311577,0.3426105571422286
CISO,2025-03-04,26653.0,20859.0,2544.0,1150.2227635536958,24,5794.0,0.25,-0.6731960268695145,0.25748753884604675,0.30590266384186665,-0.10980582418160112,0.37053370960398996
CISO,2025-03-05,26676.0,20026.0,1895.0,950.1561418212164,24,6650.0,0.3333333333333333,-0.6678585705793973,-0.7594054391118691,1.3121373100323093,-0.11512669965895728,0.36997547910318557
CISO,2025-03-06,27344.0,21072.0,1719.0,844.596523816833,24,6272.0,0.20833333333333334,-0.5128402748490372,-1.0351730263546937,-0.19721465925335463,-1.7452279604570855,0.19895620848697868
CISO,2025-03-07,26590.0,20883.0,1661.0,862.1934017124706,24,5707.0,0.20833333333333334,-0.6878160158380964,-1.1260509812415338,-0.19721465925335463,-2.0110816563329847,0.17106462515242057
CISO,2025-03-08,25387.0,12655.0,2639.0,1216.1217156082334,24,12732.0,0.16666666666666666,-0.9669881861429217,0.40633936150552596,-0.7003319823485763,-1.260980806985972,0.2497601658706176
CISO,2025-03-09,23260.0,15462.0,3027.0,1195.7421653880724,24,7798.0,0.16666666666666666,-1.460586861320281,1.0142815424726621,-0.7003319823485763,-1.1466373011961952,0.2617563181527729
CISO,2025-03-10,26022.0,15983.0,3190.0,1286.0855224340614,24,10039.0,0.125,-0.8196279798722949,1.2696799329305053,-1.2034493054437976,-0.7533973523855871,0.3030124111575824
CISO,2025-03-11,25377.0,19917.0,2317.0,1094.022609919234,24,5460.0,0.20833333333333334,-0.9693088193125379,-0.09818997424555095,-0.19721465925335463,-1.2647134528114434,0.24936856175258376
CISO,2025-03-12,26342.0,20485.0,1846.0,939.774610659694,24,5857.0,0.2916666666666667,-0.7453677184445774,-0.8361816423783374,0.8090199869370883,-0.7725293738858264,0.30100520802175845
CISO,2025-03-13,26421.0,20948.0,1953.0,900.644390889423,24,5473.0,0.2916666666666667,-0.7270347164046097,-0.6685274842250292,0.8090199869370883,-0.5865422136925506,0.32051773110554543
CISO,2025-03-14,27985.0,21390.0,2124.0,1088.026091305865,24,6595.0,0.25,-0.3640876886766407,-0.4005942034379666,0.30590266384186665,-0.4587792282727406,0.3339217650166331
CISO,2025-03-15,26415.0,18837.0,1719.0,741.4326894405282,24,7578.0,0.20833333333333334,-0.7284270963063794,-1.0351730263546937,-0.19721465925335463,-1.9608147819144277,0.1763382878419452
CISO,2025-03-16,23491.0,17616.0,2458.0,929.0415263101513,24,5875.0,0.16666666666666666,-1.4069802351021474,0.12273746780693924,-0.7003319823485763,-1.9845747496437844,0.1738455516858185
CISO,2025-03-17,25049.0,18624.0,1952.0,933.2756468327108,24,6425.0,0.3333333333333333,-1.0454255872759481,-0.6700943455161816,1.3121373100323093,-0.4033826227598205,0.33973360462271673
CISO,2025-03-18,26270.0,19448.0,2391.0,1096.5332318827316,24,6822.0,0.20833333333333334,-0.7620762772658138,0.017757761299727583,-0.19721465925335463,-0.9415331752194409,0.2832744648277499
CISO,2025-03-19,26444.0,18905.0,2493.0,1221.8289806560551,24,7539.0,0.125,-0.7216972601144925,0.17757761299727368,-1.2034493054437976,-1.7475689525610165,0.19871060732601978
CISO,2025-03-20,25599.0,19125.0,2140.0,1099.6027535340706,24,6474.0,0.25,-0.9177907629470589,-0.375524422779528,0.30590266384186665,-0.9874125218847201,0.2784611120675647
CISO,2025-03-21,25137.0,19610.0,2141.0,1086.5394708611052,24,5527.0,0.20833333333333334,-1.025004015383326,-0.3739575614883756,-0.19721465925335463,-1.5961762361250562,0.21459371383242626
CISO,2025-03-22,24357.0,18761.0,1744.0,711.0587890247018,24,5596.0,0.125,-1.206013402613387,-0.9960014940758835,-1.2034493054437976,-3.405464202133068,0.024775378172792833
CISO,2025-03-23,23279.0,16456.0,1796.0,773.1096710078052,24,6823.0,0.125,-1.4561776582980104,-0.914524706935958,-1.2034493054437976,-3.5741516706777663,0.007077822489360165
CISO,2025-03-24,24131.0,17145.0,2597.0,1078.0265484348865,24,6986.0,0.25,-1.2584597122467127,0.3405311872771246,0.30590266384186665,-0.6120258611277214,0.3178441580571634
CISO,2025-03-25,26721.0,19092.0,1955.0,1102.648641759429,24,7629.0,0.125,-0.6574157213161246,-0.6653937616427243,-1.2034493054437976,-2.5262587884026466,0.11701570225203284
CISO,2025-03-26,27028.0,20418.0,1628.0,901.3629253460595,24,6610.0,0.16666666666666666,-0.5861722830089081,-1.1777574038495633,-0.7003319823485763,-2.4642616692070476,0.12352002340073627
CISO,2025-03-27,25775.0,19320.0,1998.0,866.5560854759271,24,6455.0,0.2916666666666667,-0.8769476191618143,-0.5980187261231706,0.8090199869370883,-0.6659463583478965,0.3121871818142626
CISO,2025-03-28,24758.0,20224.0,1614.0,877.9952295931942,24,4534.0,0.20833333333333334,-1.1129560125117788,-1.1996934619256971,-0.19721465925335463,-2.5098641336908307,0.11873571925848957
CISO,2025-03-29,24536.0,17416.0,1346.0,658.1428196178189,24,7120.0,0.16666666666666666,-1.1644740688772577,-1.6196122879545438,-0.7003319823485763,-3.484418339180378,0.016492040655863474
CISO,2025-03-30,23212.0,17755.0,2053.0,838.8686480585933,24,5457.0,0.20833333333333334,-1.4717259005344387,-0.5118413551097879,-0.19721465925335463,-2.1807819148975813,0.15326081434566782
CISO,2025-03-31,26198.0,19248.0,1844.0,944.0578310706378,24,6950.0,0.20833333333333334,-0.7787848360870503,-0.8393153649606422,-0.19721465925335463,-1.815314860301047,0.19160316191292917
CISO,2025-04-01,25906.0,20519.0,3984.0,1660.5664428838384,24,5387.0,0.25,-0.8465473246398424,2.513767798105521,0.30590266384186665,1.9731231373075453,0.5890606197450413
CISO,2025-04-02,25894.0,20572.0,2262.0,948.4992837658591,24,5322.0,0.16666666666666666,-0.8493320844433818,-0.18436734525893367,-0.7003319823485763,-1.7340314120508917,0.20013087510916677
CISO,2025-04-03,25350.0,20055.0,1964.0,996.0603691835004,24,5295.0,0.16666666666666666,-0.9755745288705014,-0.6512920100223526,-0.7003319823485763,-2.3271985212414306,0.13789976787253932
CISO,2025-04-04,25530.0,20311.0,1948.0,911.0396672825607,24,5219.0,0.2916666666666667,-0.9338031318174105,-0.6763617906807913,0.8090199869370883,-0.8011449355611134,0.29800305557658796
CISO,2025-04-05,24656.0,17458.0,1549.0,697.7995733484059,24,7198.0,0.125,-1.1366264708418636,-1.301539445850604,-1.2034493054437976,-3.6416152221362648,0.0
CISO,2025-04-06,23628.0,18217.0,1789.0,802.0591931243994,24,5411.0,0.125,-1.375187560678406,-0.9254927359740249,-1.2034493054437976,-3.5041296020962287,0.01442406740299782
CISO,2025-04-07,24820.0,18354.0,1868.0,1003.9765058383399,24,6466.0,0.25,-1.0985680868601586,-0.8017106939729842,0.30590266384186665,-1.594376116991276,0.21478257023581968
CISO,2025-04-08,26104.0,20145.0,1771.0,913.8508811458325,24,5959.0,0.16666666666666666,-0.8005987878814422,-0.9536962392147683,-0.7003319823485763,-2.4546270094447866,0.12453082716170658
CISO,2025-04-09,26358.0,20264.0,1681.0,902.8172562531167,24,6094.0,0.125,-0.7416547053731916,-1.0947137554184854,-1.2034493054437976,-3.0398177662354744,0.0631365452207865
CISO,2025-04-10,27565.0,20116.0,1909.0,987.9345594929755,24,7449.0,0.16666666666666666,-0.46155428180051983,-0.7374693810357353,-0.7003319823485763,-1.8993556451848315,0.18278616748535523
CISO,2025-04-11,27788.0,20575.0,1765.0,998.2035521484279,24,7213.0,0.16666666666666666,-0.40980416211807924,-0.9630974069616828,-0.7003319823485763,-2.0732335514283387,0.16454406595635065
CISO,2025-04-12,27543.0,19882.0,1443.0,800.9818962925478,24,7661.0,0.16666666666666666,-0.4666596747736754,-1.4676267427127596,-0.7003319823485763,-2.634618399835011,0.10564733995634015
CISO,2025-04-13,25019.0,18528.0,2127.0,908.2095102413064,24,6491.0,0.125,-1.0523874867847967,-0.39589361956450936,-1.2034493054437976,-2.6517304117931033,0.10385206264797472
CISO,2025-04-14,25440.0,18534.0,2125.0,996.4475123796216,24,6906.0,0.2916666666666667,-0.954688830343956,-0.3990273421468142,0.8090199869370883,-0.5446961855536819,0.3249079351883216
CISO,2025-04-15,26873.0,20519.0,1558.0,952.3926353579483,24,6354.0,0.25,-0.6221420971379588,-1.2874376942302321,0.30590266384186665,-1.6036771275263242,0.21380677070977133
CISO,2025-04-16,26932.0,20682.0,1682.0,903.0593733991459,24,6250.0,0.375,-0.6084503614372234,-1.093146894127333,1.8152546331275308,0.11365737756297434,0.3939779671424499
CISO,2025-04-17,28038.0,20286.0,2678.0,1059.7563296630362,24,7752.0,0.20833333333333334,-0.35178833287767497,0.46744695186047003,-0.19721465925335463,-0.08155604027055957,0.37349748710402464
CISO,2025-04-18,26275.0,20506.0,1773.0,892.8427811681393,24,5769.0,0.2916666666666667,-0.7609159606810058,-0.9505625166324635,0.8090199869370883,-0.9024584903763809,0.2873739181943134
